Sample,R1_15-1,R1_15-2,R2_15-1,R2_15-2,R3_15-1,R3_15-2,R4_15-1,R4_15-2,R1_20-1,R1_20-2,R2_20-1,R2_20-2,R3_20-1,R3_20-2,R4_20-1,R4_20-2,R1_25-1,R1_25-2,R2_25-1,R2_25-2,R3_25-1,R3_25-2,R4_25-1,R4_25-2,R1_30-1,R1_30-2,R2_30-1,R2_30-2,R3_30-1,R3_30-2,R4_30-1,R4_30-2,R1_35-1,R1_35-2,R2_35-1,R2_35-2,R3_35-1,R3_35-2,R4_35-1,R4_35-2,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6
607.550351862322/748.402568246726,49.56838989,48,45,45,46,38,48,44,53,46,69,57,77,51,123,73.13598633,71,72,86,64,90,78.28210449,497.5766602,559.1425781,123,128.354248,131,121,182,155.3443604,535.7197266,404.0480957,246.1381836,182,204,154.6602783,185.3242188,125.0179443,3692.929688,2171.330078,226.8046875,179,150.3933105,107.354248,84.28491211,110
542.876685426946/897.214586635821,94,91.43664551,70.27416992,66.23583984,141.4150391,123.06427,101.6881104,110,305.2087402,184,346.8974609,226.7248535,577.5405273,642,527.5688477,403.3603516,705,544.5625,509,393.6472168,2317.251953,2130.345703,800.0224609,582.949707,2681.701172,2146.980469,1177.520508,1027,2754.916016,2325.806641,1108.211914,1213.870117,1329.490234,995.7143555,592.8857422,381.6020508,3670.767578,2868.603516,2461.150391,1255.944336,515.3032227,518.1206055,621.8662109,395,530.9399414,496.222168
390.969474390933/611.170456103592,86.20947266,105,73,66,76,78,90,126,332.0280762,275.6740723,387.0893555,310.1728516,530,490.4638672,385.668457,448.1159668,1684.757813,1189.545898,1210.62793,924.4892578,2816.146484,1891.165039,1005.614258,866.9951172,3891.486328,2439.984375,3409.232422,2351.826172,3663.136719,2457.755859,2218.277344,1573.178711,1982.566406,2277.175781,3257.904297,2865.896484,5564.796875,4082.753906,2602.429688,2550.539063,829,1652,968.8520508,1028,1300.764648,698.6943359
297.323071396142/423.066476663133,65,60,46,50,62,53.88079834,90,53.41418457,120.4852905,84.00402832,156.1447754,122.5384521,138,84.83294678,243,161,592,318.3291016,371.2873535,301,430.197998,263.0085449,412.970459,366.6877441,1174.217773,809.7324219,562.2617188,423.6975098,429.8237305,449.3469238,899.0249023,605.1474609,1072.505859,692.5009766,994.6918945,499,1204.511719,1022.298828,3657.085938,1365.314453,608.4248047,455,320.6918945,335.9082031,357,314.8166504
390.151579739755/709.0999181393,62,84.05255127,87.25842285,98,60,65.7288208,65,93.54284668,222.9423828,364,315.4953613,330.2729492,475.5358887,454.7353516,657,333.234375,1711.041992,1357.362305,1299.22168,958.5625,3460.484375,2508.013672,1068.898438,1119.726563,4494.332031,2712.513672,3340.308594,2551.951172,4281.84375,3418.988281,2211.705078,1934.186523,2831.548828,2502.369141,5747.589844,4228.683594,8228.882813,5290.824219,3922.175781,2771.167969,954.7573242,1155.661133,1171.910156,1079.592773,946.9033203,1004.475098
510.551192969607/144.923265338029,796,342,389.2312012,491,723.8164063,332,710.4897461,361,490,341,711.0688477,442.9956055,1079.991211,645,439,371.2717285,1834.737305,517.3623047,687.3764648,364,550.3359375,316,488.9274902,510,1063.558594,692.0917969,553,458,864.7939453,752,962.8251953,774.9956055,2873.71875,601,4641.824219,708.7949219,4626.585938,2092,9436.117188,1023.257324,2157.804688,652.7802734,521,438.7937012,345.5717773,458
552.944073593407/721.276162121811,68,63,109,58,58.77557373,64,84,120,238,168,441,223,422.9855957,273.9489746,489.9941406,234.1669922,820.9194336,452.692627,535.1679688,428.4226074,1298.151367,752.8491211,1007.256836,836.5385742,1606.780273,1312.692383,1320.854492,908.9404297,1609.728516,1226.132813,1494.046875,1100.912109,1280.273438,639.7124023,2066.962891,1034.19043,3606.478516,2889.46875,3379.958984,1513,865,706,601.1782227,443.2285156,599.4321289,327.6699219
673.748558713679/565.370924978874,48,49,39,40,49,47,46,41,407.7038574,206.7196045,165,158.0698242,61.4831543,74.7611084,383.9116211,585.3178711,2593.369141,1168.119141,465,635,300.810791,364.9428711,831,957.4414063,1863.456055,2269.855469,587.5371094,614.4804688,659,613.4301758,901.3364258,616,1675,1707.068359,2070.509766,1476.101563,1922.422852,1304.417969,3544.707031,2328.28125,531.8164063,587.3105469,361,528.0507813,497.8666992,398.9350586
556.909616570724/740.287924648859,105,64,57,50,87.79394531,79.44140625,75,56,184,206,272.7875977,232,439.4621582,355.4150391,302.340332,191,1025.078125,763.9575195,913.7783203,449,1245.730469,1178.856445,738.1518555,568.7060547,1482.137695,941.5283203,1342.477539,1080.777344,2112.392578,1448.392578,1314.441406,1120.992188,1573.108398,849.5625,767,481.8457031,2957.193359,1928.950195,3524.136719,1694.926758,815,601.6142578,744.8105469,406.3112793,352.1264648,353.1350098
556.169837282415/836.213400525592,157.7392578,88.37719727,64,46,100.3471069,60,58,56,231,153.1287842,305.2802734,255,444.2546387,377,168.5848389,258.1367188,889.7407227,575.0844727,785.9243164,689.0244141,1095.46875,892.0893555,556.0253906,647.8520508,1173,1058.572266,1051.21582,1253.667969,1759.323242,1368.776367,1260.166992,977.8154297,1248.835938,980.9882813,551.6552734,353.8239746,3173.021484,2428.720703,3520.095703,1311.841797,642,530.1992188,584,447.9001465,304.9655762,405
31.2361927701716/843.321632165503,1891.726563,967.8408203,1635.767578,1384.986328,494.2888184,386.8813477,2507.671875,1312.194336,1834.946289,1149.467773,2372.921875,1907.831055,2771.427734,2002.245117,1536.676758,1271.209961,3247.621094,1910.462891,2356.472656,1272.22168,2096.300781,1453.163086,2175.042969,2066.681641,1782.792969,1408.314453,1576.427734,1507.135742,1303.163086,1353.820313,1921.133789,1518.353516,2216.728516,1745.443359,1899.274414,1457.241211,1817.501953,1192.750977,3482.486328,1600.579102,2974,2257.972656,1931.077148,1683.90918,1671.157227,1697.944336
909.813939144737/735.476542482173,54,50,43,44,63,52,48,69,44,52.07351685,44,46,100,45,57.98028564,78,171.3140869,100,100,76.42358398,240,286.2854004,274.2338867,167.7939453,685,500.720459,300.8210449,211.7188721,471.1896973,367.5966797,409.9726563,316,662.7773438,510.9868164,2515.605469,2246.650391,3463.712891,2618.658203,2553.931641,1861.602539,348.0612793,425.4543457,293,332.3500977,327.590332,367.9489746
392.085107100637/682.09965913763,61,62,84,59.8961792,80,59,116,88,201.6571045,194.5168457,302,305,457.5681152,271,341,269.8410645,1458.135742,748,811,476.2399902,1674.989258,939.9067383,794.0629883,530.2915039,2134.925781,1483.695313,1400.356445,1324.333984,1820.456055,2131.353516,1383.740234,887.7016602,1688.915039,1097.335938,3407.105469,1821.823242,3427.490234,2354.988281,2506.986328,1081,1027.501953,776.59375,737.4213867,603,468.4865723,677.2744141
575.205480742873/776.393198747351,46,51,76,43,134,62,48,45,69,49,68,72,61,75,134,121.6342163,134,61,70,93,174,114.145813,385,414.2844238,352,363.8937988,217,187.5682373,287.854248,126.4448853,1186.227539,953,113,78.75439453,310,218.2828369,244,252.0953369,4635.300781,3858.144531,197.3361816,262.0786133,336,187,244.8728027,187
1012.95123826412/686.467966057455,138,102.4785767,93,62,177.7519531,55.07806396,166,83,143,49,81.69268799,88,138,187,168,118.1011353,777.4804688,471.4995117,335.1813965,266.6008301,511.9455566,325.0808105,483.8564453,527.9960938,918.6835938,616.8710938,748.034668,624.9428711,886,565.9506836,694.0405273,530.0927734,1935.047852,1276.689453,3213.060547,1983.545898,1272,764.7929688,3371.394531,1980.03418,367.036377,262.4162598,304,287.5119629,226,289.251709
556.787446139152/738.27373287552,242,182.8773193,268.3444824,202.7357178,704.5083008,415.2019043,683.8920898,469.8798828,6249.945313,3379.945313,14286.45313,7624.046875,15867.58594,10793.71875,6997,5003.238281,39999.53125,19690.28125,30346.51563,18257.42188,40759.8125,30645.54688,22854.51563,19550.15625,48282.5,33394.71875,46282.53125,37908.59375,64372.40625,45291.59375,45964.4375,34669.46875,50568.28125,30425.90625,23982.39063,12309.89844,83848.5,67342.75,102103.1875,48186.84375,25689.01563,21254.45313,16550.70313,14030.99219,13031.34375,13271.35938
31.2743158507765/994.77781746608,1562.568359,823.4370117,2876.837891,3128.609375,402.3547363,430.3359375,2435.347656,1307.306641,1977.745117,2209.259766,4977.925781,3820.173828,3804.861328,2776.769531,2388.568359,2081.4375,3305.212891,1745.55957,5512.769531,3297.183594,3642.134766,2332.705078,3635.111328,3863.113281,4093.523438,2681.638672,2328.083984,2299.310547,2190.253906,1770.767578,4287.675781,3387.582031,6031.195313,3036.439453,4401.664063,3097.880859,3087.267578,2751.138672,6112.023438,2822.046875,3710.716797,2394.201172,2500.5,2183.664063,2262.882813,1611.483398
449.155704966763/369.235703172575,161,111.7229004,64,63,64,52.03112793,114.6555786,83,68,80,108,119.0222168,115.9667358,102.8734131,103.7860107,89.8850708,3268.462891,2268.949219,429.5947266,211,348.7873535,172,97.02783203,83,3189.927734,2277.929688,279,238.291748,276.6928711,176.1153564,162,65.62139893,1769.508789,1143.069336,297,257,127.8388062,158,153,137,338.6860352,561,298.3493652,374.9020996,228.2095947,268
203.976525022272/367.061796725836,55,58,60,48,41,39,44,43,69,63,131,89.2532959,96.82800293,81,74.96539307,104.710144,857,384.2531738,528.3740234,279.9355469,683,401.3913574,428.3876953,328.3701172,1046.974609,555.2729492,763.9897461,690,876.2148438,738.2675781,812.3818359,569.7045898,1296.963867,804.3378906,2292.255859,906.3071289,2372.748047,1832.754883,3260.521484,1142.878906,603,419.0820313,280,325.329834,274.0151367,279
1014.29071687397/616.444827493885,72,63,67,62,95,67,61,82,66,55.87106323,67,57.12362671,100,54.41882324,76,67,362.2734375,272,155.4790039,118.7076416,661,567.9584961,308,344.1660156,982.5703125,492.7436523,589.3066406,406.5290527,962,606.347168,445.3293457,547.1342773,1018.135254,672.4008789,3138.052734,1903.595703,3247.322266,2560.710938,2580.277344,1151.393555,514.0302734,325.5231934,340.9880371,278.9750977,252.2496338,251
533.912440249794/592.212352004931,88,78,80,78,81,71,89,72,280.9206543,160,238,101.741394,288.628418,180.6473389,349.8449707,189.5117188,1497.797852,558.7836914,553,340.8515625,1470.464844,3295.212891,1112.426758,1365.114258,1929.529297,3364.740234,814.2797852,497.1201172,1279.62207,827.6264648,3012.683594,2147.517578,3154.8125,1704.469727,12858.30469,11408.92188,117784.8125,7875.679688,72337.625,60500.4375,11848.09375,2674.199219,9187.273438,3148.191406,4311.746094,4455.027344
625.249124091968/716.40969981481,239.9447021,197.1529541,290.4858398,214.265625,525.6118164,218,419,344.2148438,1357.453125,1180.382813,5389.234375,4407.933594,4897.683594,3109.050781,11437.80469,8571.734375,31832.98438,16070.3125,16612.10938,9877.007813,20735.625,16341.32031,63163.15625,61692.59375,100953.375,72622,54365.40625,42908.84375,46365.34375,32611.4375,186394.625,137316.25,130320.8125,81363.625,119861.9375,67926.6875,108257.6875,80597.3125,818621.5,448002,70697.8125,58262.4375,49649.3125,43806.875,38436.46875,36267.9375
623.427751507675/717.411213288195,316.7663574,179.9683838,155,125,165,128,265.1364746,208.6356201,618.8212891,474.4790039,2210.107422,1557.942383,1581.359375,1122.860352,4221.0625,3442.328125,13277.10938,6330.21875,5841.277344,4347.671875,8454.921875,6476.367188,27010.25,25299.26563,44554.3125,29977.79688,21228.79688,17250.23438,18950.39063,12707.4375,83395.25,59628.125,58030.96875,35603.1875,51985.46875,29491.6875,46617.78125,35962.40625,360938.5,204496.375,29335.39063,24382.4375,20343.17188,17220.79688,15586.21875,15055.8125
977.616652103893/761.576710781029,61,66,64,58,50,58,57.32815552,84.24267578,55,71,56,46.79943848,67,101,67,63,270.6315918,223.1534424,110.571228,130.227417,715,429,376.2792969,347.2497559,1380.982422,1191.047852,718.5668945,645.0400391,1185.541992,614,925.5493164,891.8862305,1735.257813,977,3143.982422,2469.427734,2629.814453,2711.734375,3042,1978,439.4104004,395.1064453,303,350.0769043,374,208
381.989790531627/611.158659085844,86.20947266,105,66,66,76,78,90,126,332.0280762,275.6740723,387.0893555,310.1728516,530,490.4638672,385.668457,448.1159668,1684.757813,1189.545898,1210.62793,924.4892578,2816.146484,1891.165039,1005.614258,866.9951172,3891.486328,2439.984375,3409.232422,2351.826172,3663.136719,2457.755859,2218.277344,1573.178711,1982.566406,2277.175781,3257.904297,2865.896484,5564.796875,4082.753906,2602.429688,2550.539063,829,1652,968.8520508,1028,1300.764648,698.6943359
977.501098632812/658.441641209586,78,90,68,42.79089355,59,46,60,42,87,58,63,56,66,58,79.8805542,66,318.177002,181,79,78,252.0045166,145.442627,232.0310059,199.8704834,406.208252,272,514,467,349,303,738.1860352,407.2490234,1704.504883,1018.871094,2999.521484,1859.998047,869.5869141,693.2905273,3082.433594,1733.020508,299.0612793,318.3173828,214,210.5263672,131.7415771,268.9970703
573.565478408546/703.396892456557,51,30,37,45,58,41,45,31,43,46,73,50,68,71,63,98,118,106,110.1712646,61.70275879,83.60821533,95,343.4975586,275.9760742,241.4066162,206,123,91.48223877,134.1647949,150,655.1704102,508.9846191,249,144.9350586,246.5413818,179,181,125,3077.990234,1542.973633,201.4455566,179,155.7047119,156,138.934082,127
427.107330322266/533.017984518299,96.20275879,46,42,36,52,62,221,120,343.7705078,267.0480957,45.16030884,50,131,105.8779297,85,90,403,168,46,41,86,73,120.1467285,81,164.3447266,191.0588379,53,55,280.6225586,220,141.2971191,93.71893311,3062.523438,810.3823242,57,51,279.611084,202.6276855,282,97,166,105,94.93218994,102.8032837,82,65
1028.95750132778/889.451727037725,63,58,79,65.62084961,79,65,71,74,100,80,93.80627441,85.08782959,99.7767334,118.569397,106.9163818,107,400.2739258,327.4067383,269,190.5144043,780.5288086,586.7324219,391.3242188,468,1451.599609,1174.974609,867.6850586,641.0810547,699.9384766,631.6328125,457,525.7910156,959.1743164,721.8232422,3045.066406,2463.333984,2604,2150.583984,2302.666016,1573.938477,408,322,345.9924316,333.4533691,272.8510742,266.8347168
665.941356993558/344.186363467024,75,56,78.31323242,62,66,137,97.38354492,132.0579834,404.0114746,245.333374,138.8675537,306.6491699,122,245.8433838,1226.006836,769,397.6335449,921.8623047,349.6364746,626.1933594,956.1811523,906.3134766,1425.279297,843.9770508,3043.404297,1732.701172,1371.036133,862.2705078,973,461.5446777,1187.756836,1049.495117,304.1933594,1192.185547,412.0546875,764.9736328,1223.12793,889,711,2168.248047,251,869.9082031,491.0959473,615.2353516,676,362.4658203
665.562178762336/768.317841704955,96,81,85,64,182.2165527,112.4750977,216,89,203.9946289,274.0432129,399,240.9331055,333.4084473,197.4299316,581.1918945,387.6726074,2184.710938,820,552.7055664,269,438.2873535,319.4370117,872.3442383,700.5712891,1728.081055,1003.900391,556.6582031,441.6013184,637.5214844,442.1359863,753.0869141,524.0668945,1016.52002,712.1850586,1288.321289,502.310791,1412.151367,765.0327148,3035.142578,1222.369141,645.7993164,477.1286621,461.6418457,273.9296875,257.7419434,249.538208
583.119030333402/702.394155642238,47,43,39,36,51,51,42,42,55,42,97,47,67,74,171,114.6307373,166.9498291,150.0146484,122.2159424,106,190.1636963,156.6247559,655.0688477,582.8930664,491.579834,389,288.8022461,251,260.1206055,243.8271484,2038.514648,1349,390.4580078,349.5827637,408.5322266,259.7797852,338.519043,309,8911.382813,3816.71875,518.6538086,411.7526855,277.4699707,222.7583008,273.1574707,283
566.993452105606/702.393405594563,47,28,29,36,51,41,42,42,55,42,97,47,67,74,171,114.6307373,166.9498291,150.0146484,122.2159424,106,190.1636963,156.6247559,655.0688477,582.8930664,491.579834,389,288.8022461,251,260.1206055,243.8271484,2038.514648,1349,390.4580078,349.5827637,408.5322266,259.7797852,338.519043,309,8911.382813,3816.71875,518.6538086,411.7526855,277.4699707,222.7583008,273.1574707,283
559.684346516927/698.311862249272,45,40,51,43,60,60,89,49.01715088,206,143,349.911377,257.0578613,358.659668,260.3640137,190.2894287,187,895.1655273,433,791,403.3894043,1007.02832,675.1743164,525.5981445,361,1083.771484,706.3149414,1059.166992,898,1330.701172,1342,1055.174805,812.5532227,1208.420898,627.9892578,714.6879883,350,2206.433594,1634.746094,2932.921875,1028.067383,684.934082,675.6625977,433.940918,312.1977539,362.3061523,493.9992676
883.346601519668/673.273096453037,47905.4375,15167.49219,21037.57813,10125.55469,43748.125,12805.33594,36454.5,13236.32031,32939.40625,8511.023438,42791.46875,22373.20313,45845.375,26787.79688,25151.67188,8564.203125,53251.6875,24891.17188,36916.75,15088.53906,29518.0625,19924.20313,17445.32813,20741.4375,24537.26563,7889.699219,23370.65625,17516.09375,33104.4375,12415.60938,24052.64063,12390,37365.40625,14733.1875,58077.65625,14687.5,41120.0625,31757.54688,66665.5,14671.0625,39732.375,28486.60938,20688.20313,11272.45313,9198.757813,7463.777344
577.314349258155/702.394684385269,47,25,32,36,51,41,42,40,55,42,97,47,67,74,171,114.6307373,166.9498291,150.0146484,122.2159424,106,190.1636963,156.6247559,655.0688477,582.8930664,491.579834,389,288.8022461,251,260.1206055,243.8271484,2038.514648,1349,390.4580078,349.5827637,408.5322266,259.7797852,338.519043,309,8911.382813,3816.71875,518.6538086,411.7526855,277.4699707,222.7583008,273.1574707,283
801.262616073876/297.241947784105,14112.63281,5915.035156,4902.410156,4325.511719,5387.671875,2454.216797,9646.640625,4005.253906,6988.882813,4379.175781,10588.0625,6330.792969,7841.851563,3808.701172,5510.042969,3141.628906,18408.25,7628.484375,8789.8125,4566.011719,10117.625,6319.015625,3965.121094,3483.554688,8749.273438,6162.417969,6496.042969,4645.90625,7034.828125,4625.980469,5988.996094,3788.755859,10471.89844,6371.183594,11995.14844,4434.207031,10141.64063,8676.367188,12328.0625,4182.972656,9278.460938,6593.980469,5492.945313,4363.484375,4203.996094,4516.882813
553.034614429139/801.284522732213,109.0511475,57,55.25686646,49,67,59,147.8184814,61,282.7617188,148.8319092,387.1379395,273.7978516,293.6242676,306.9165039,214,186,825.3754883,587.9399414,831.6914063,513.9428711,1101.914063,1058.350586,551.9995117,545.3935547,1392.387695,963.7319336,1222.841797,1189.550781,1575.625977,1560.90332,1121.845703,828.3300781,1103,655.6308594,617,333,2518.859375,1753.626953,2810.626953,1463.571289,468.8798828,582,409.331543,315.9057617,329.7102051,486.0410156
31.3143682981792/1232.71340412325,2167.380859,910.8320313,4025.800781,3472.150391,453.7133789,485.3300781,3589.939453,1717.05957,2896.787109,2026.104492,6111.699219,3286.863281,6433.101563,3754.957031,3401.083984,2300.130859,6112.101563,2533.134766,5870.570313,2795.078125,4703.351563,2977.384766,4040.167969,4041.865234,3784.380859,2881.095703,3373.0625,2532.503906,2510.488281,2336.568359,5019.9375,4052.871094,5625.261719,4080.828125,5264.382813,2421.574219,2878.384766,2650.84375,7672.683594,3209.431641,5626.117188,4098.394531,3275.578125,2591.052734,3023.193359,3064.876953
